,chapter,verse,translation,interpretation,orig
6039,90,17,Then he became one of those who believed and advised one another to patience and advised one another to compassion.,"This verse encourages believers to advise and remind one another to be patient and compassionate. It emphasizes the importance of mutual support and encouragement among the believers in upholding virtuous qualities like patience in the face of difficulties, and showing compassion towards others. The verse implies that being part of the believing community requires actively promoting positive values and noble conduct through advising and reminding one another.",ثم كان من الذين آمنوا وتواصوا بالصبر وتواصوا بالمرحمة
6040,90,18,Those are the companions of the right.,"This verse refers to the righteous believers who will be granted a lofty status in the Hereafter, described as ""companions of the right"" or those who will receive their records with their right hands. It symbolizes their acceptance into Paradise and the attainment of divine favor and blessings for their faith and good deeds in this life.",أولئك أصحاب الميمنة
6041,90,19,"And those who disbelieved in Our signs, they will be the companions of misery.","This verse refers to those who reject and deny the signs and revelations of Allah. They are described as the ""companions of misery,"" which implies that their disbelief will lead them to a state of wretchedness, suffering, and punishment in the Hereafter. The verse serves as a warning against rejecting the signs and guidance provided by Allah, as it will ultimately result in a miserable outcome.",والذين كفروا بآياتنا هم أصحاب المشأمة
6042,90,20,Upon them will be a closed-in Fire.,"This verse suggests that for those who reject faith and do evil deeds, there awaits a severe punishment in the Hereafter, described as a ""closed-in Fire"" from which there is no escape. It serves as a stern warning about the grave consequences of disbelief and disobedience to Allah's commands.",عليهم نار مؤصدة
6043,91,1,"By the sun and its brightness,","This verse is interpreted as an oath sworn by Allah, using the sun and its brilliant radiance as a metaphor for the clarity and self-evident nature of His signs and revelations. It implies that just as the sun's light is undeniable and illuminating, the truth and guidance brought by Allah's revelations are manifest and cannot be denied or rejected by those who sincerely seek the truth.",والشمس وضحاها
6044,91,2,"By the moon as it follows the sun,","This verse emphasizes the greatness of Allah's creation by swearing by the moon, which follows the sun in its orbit. It highlights the precise order and harmony in the universe, which is a sign of Allah's power and wisdom.",والقمر إذا تلاها
6045,91,3,By the day as it unveils it,"This verse highlights the significance of the day, which unveils and reveals the truth, activities, and realities of life. It serves as an oath, emphasizing the importance of utilizing the daytime productively and being mindful of one's actions and conduct in the light of day.",والنهار إذا جلاها
6046,91,4,"By the night as it conceals it,","This verse emphasizes the significance of the night and its role in concealing and covering everything with its darkness. It prompts contemplation on the vast wisdom and power of Allah, who has created the alternation of day and night as signs for those who reflect.",والليل إذا يغشاها
6047,91,5,"By the heaven and the One who built it,","This verse emphasizes the greatness of Allah, the Creator of the heavens and everything in existence. It draws our attention to the magnificent creation of the heavens, which stand as a testament to Allah's infinite power and wisdom. The verse invites us to reflect upon the intricate design and flawless order in the celestial realm, reminding us of the Supreme Being who brought it into existence with utmost precision and perfection.",والسماء وما بناها
6048,91,6,By the earth and the One who spread it out.,"This verse refers to Allah's power in creating and spreading out the earth. It implies that the earth was once compacted, and Allah then unfolded, flattened, and spread it out so that life could flourish upon it. The verse points to Allah's might and ability to fashion the earth in a way that allows for habitation and sustenance of all creatures.",والأرض وما طحاها
6049,91,7,"By the soul, and the One who perfected it","This verse affirms Allah's power in creating the human soul and perfecting it with the capacity for both good and evil. It highlights the great value and potential of the human soul, and calls upon us to strive to purify and perfect our souls through faith, righteous deeds, and seeking knowledge.",ونفس وما سواها
6050,91,8,And inspired it [with consciousness of] what is wrong for it and [what is] right for it.,"This verse suggests that Allah has endowed every human soul with the ability to distinguish between right and wrong, good and evil. It implies that humans have an innate moral compass or conscience that guides them towards righteousness and warns them against corruption and immorality. The interpretation highlights the divine wisdom in creating humans with this spiritual faculty, allowing them to make ethical choices and be accountable for their actions.",فألهمها فجورها وتقواها
6051,91,9,"Truly, he succeeds who purifies it (the soul)","This verse emphasizes the importance of purifying one's soul through righteous deeds, good character, and sincere faith. It suggests that true success lies in the spiritual cleansing and development of the soul, rather than in worldly gains or material possessions. The soul that is purified from vices, sins, and negative traits will attain salvation and eternal bliss.",قد أفلح من زكاها
6052,91,10,And he has certainly failed who corrupted it.,"This verse refers to the soul that has been corrupted by evil deeds, sins, and disobedience to Allah. Whoever allows their soul to be tainted by immoral actions and strays from the path of righteousness has indeed failed in the true purpose of their existence, which is to worship and obey Allah.",وقد خاب من دساها
6053,91,11,Thamud rejected (the truth) through their transgression.,"""The people of Thamud rejected the message of Allah and His Messenger due to their arrogance, pride, and transgression against the commands of Allah. They refused to believe in the Oneness of Allah and persisted in their disbelief and defiance, despite the clear signs and warnings given to them.""",كذبت ثمود بطغواها
6054,91,12,"When the most wicked was sent forth,",This verse refers to the sending forth of Iblis (Satan) from the presence of Allah after he refused to prostrate before Adam. It signifies the beginning of Iblis' rebellion against God and his role as a source of temptation and misguidance for humanity.,إذ انبعث أشقاها
6055,91,13,"Then the Messenger of Allah said to them, 'This is the she-camel of Allah, and (this is) her drink.'","This verse refers to an incident where the Prophet Muhammad (peace be upon him) presented the she-camel as a sign from Allah to the people of Thamud, who had demanded a miracle. The she-camel was a miraculous creature that was to be left alone to graze and drink water freely. By saying ""This is the she-camel of Allah, and (this is) her drink,"" the Prophet was emphasizing that the she-camel belonged to Allah and had the right to drink from the water sources, which the people should respect as a test of their faith.",فقال لهم رسول الله ناقة الله وسقياها
6056,91,14,"But they denied him, so they hamstrung her. So their Lord doomed them for their sin and leveled [them].","The interpretation is that the verse refers to the people of the Prophet Salih who rejected his message and killed the miraculous she-camel that Allah had sent as a sign. As a result, Allah punished them for their disbelief and sin by destroying them with a mighty blast.",فكذبوه فعقروها فدمدم عليهم ربهم بذنبهم فسواها
6057,91,15,And he does not fear its outcome.,"This verse suggests that the person being referred to lacks fear or concern for the consequences or repercussions of their actions. They act recklessly, without considering the potential negative outcomes or accountability for their deeds.",ولا يخاف عقباها
6058,92,1,By the night when it covers (with darkness),"This verse draws attention to the night and its significance. It refers to the night when it envelops everything with its darkness, which could symbolize a state of unawareness, ignorance, or confusion. The night can represent difficult times or challenges that one may face in life. However, it also reminds us that just as the night eventually gives way to the day, hardships and difficulties are temporary, and guidance and enlightenment will follow.",والليل إذا يغشى
6059,92,2,"By the day as it shows its brightness,",This verse emphasizes the importance of the day and its brightness as a sign of Allah's power and majesty. It encourages reflection on the blessings of the day and the opportunities it presents for productive work and spiritual growth.,والنهار إذا تجلى
6060,92,3,And what created the male and the female?,"This verse implies that the creation of males and females is a profound sign of God's power and wisdom. It points to the intricate design and purpose behind the biological differences between genders, which enable procreation and the continuation of life on Earth. The verse invites reflection on this remarkable aspect of creation as evidence of the Creator's might and sublime artistry.",وما خلق الذكر والأنثى
6061,92,4,"Indeed, your efforts are diverse.","This verse implies that people have different goals, aspirations, and endeavors in life, reflecting the diversity of human nature and the various paths individuals choose to pursue.",إن سعيكم لشتى
6062,92,5,"As for him who gives (in charity) and keeps his duty to Allah,","This verse refers to those who spend their wealth in charitable causes out of belief in Allah and to seek His pleasure. They give freely and generously, fearing Allah and obeying His commands. Their spending in the way of Allah is an indication of their faith and righteousness.",فأما من أعطى واتقى
6063,92,6,And he believed in the best reward,This verse refers to the belief in the promise of the best reward from Allah for those who do good deeds and have faith. It encourages having hope and trust in Allah's mercy and the eternal bliss of Paradise that awaits the believers.,وصدق بالحسنى
6064,92,7,Then We will ease him towards ease.,"Allah promises that for those who believe and do righteous deeds, He will facilitate the path of goodness and make it easy for them to follow the straight path that leads to Paradise. The difficulties and struggles they face in this world will be alleviated, and their journey towards the ultimate reward will be made smooth by the grace and mercy of Allah.",فسنيسره لليسرى
6065,92,8,"But as for him who is greedy and thinks himself self-sufficient,","This verse refers to those who are miserly, stingy, and arrogant, believing that they have no need for Allah's guidance or the teachings of the Qur'an. They think they are self-sufficient and do not need to rely on anyone else, including Allah. This attitude of greed, arrogance, and self-reliance is condemned in Islam.",وأما من بخل واستغنى
6066,92,9,And he denied the best [reward],"This verse refers to the disbelief and rejection of the truth and the reward promised by Allah for those who believe and do good deeds. It implies that the person being referred to has denied the ""best"" or most virtuous way of life, which leads to the ultimate reward of Paradise. This denial stems from arrogance, stubbornness, or a lack of faith in the divine message.",وكذب بالحسنى
6067,92,10,Then We will ease him towards ease.,"Allah promises that for those who believe and do good deeds, He will facilitate the path towards goodness and make matters easy for them in this life and the Hereafter. This verse gives hope and encouragement to those striving in the way of Allah, that their difficulties will be alleviated and their affairs will be made easy by the grace of Allah.",فسنيسره للعسرى
6068,92,11,And what will his wealth avail him when he goes down (into the Hellfire)?,"This verse emphasizes that wealth and material possessions will be of no benefit to a person when they are thrown into Hellfire as a punishment for their disbelief and evil deeds. On the Day of Judgment, one's wealth cannot save them from Allah's punishment or ransom them from the Hellfire. The true salvation lies in faith, righteous deeds, and seeking Allah's pleasure.",وما يغني عنه ماله إذا تردى
6069,92,12,"Indeed, upon Us is the guidance.","This verse emphasizes that it is Allah's responsibility to guide people towards the truth and provide them with the means to find the right path. The guidance comes from Allah, and it is His mercy and wisdom that shows humanity the way to live a righteous life. The interpretation highlights Allah's role as the ultimate source of guidance and direction for humanity.",إن علينا للهدى
6070,92,13,"And indeed, for Us is the Hereafter and the former life.","This verse indicates that Allah alone is the Master and Controller of both this worldly life and the Hereafter. He has complete authority over the destiny of all beings in this life and the life to come. It reminds us that our true and eternal abode is the Hereafter, while this present life is temporary and a means to prepare for the everlasting life in the Hereafter. Therefore, we should strive to please Allah in all our actions and prioritize the matters of the Hereafter over the fleeting pleasures of this world.",وإن لنا للآخرة والأولى
6071,92,14,So I have warned you of a blazing Fire.,"This verse warns of the severe punishment of the blazing Fire of Hell that awaits those who reject faith and disobey Allah's commands. The word ""talazza"" (""blazing"") emphasizes the intense and raging nature of the Fire, leaving no doubt about the severity of the punishment. This warning serves as a final call to the disbelievers to reconsider their ways and turn towards faith and obedience before it is too late.",فأنذرتكم نارا تلظى
6072,92,15,None but the most wretched ventures thereupon.,"This verse suggests that only those who are extremely miserable, misguided, or unfortunate will dare to engage in certain sinful or harmful actions being referred to. The implication is that a wise and fortunate person would avoid such actions that lead to ruin and misery.",لا يصلاها إلا الأشقى
6073,92,16,The one who denied and turned away,"This verse refers to those who reject the truth and turn away from the guidance of Allah. It condemns the attitude of arrogance and obstinance towards the divine message, and implies that such individuals will face consequences for their denial and disobedience.",الذي كذب وتولى
6074,92,17,But the righteous one will avoid it.,"This verse suggests that those who are pious and God-fearing will be spared from the punishment and torment of Hell on the Day of Judgment. The ""righteous one"" refers to the person who leads a virtuous life, obeys Allah's commands, and stays away from sins and wrongdoings. Such individuals will be saved from the agonies of the Hellfire due to their righteousness and devotion to Allah.",وسيجنبها الأتقى
6075,92,18,Who gives his wealth to purify himself,"This verse refers to those who spend their wealth sincerely for the sake of purifying themselves spiritually and attaining Allah's pleasure, not for show or worldly gain. It praises the act of giving charity with the right intention, which cleanses the soul from greed, miserliness, and attachment to material possessions.",الذي يؤتي ماله يتزكى
6076,92,19,And no one has with him any favor [for which] he would be rewarded,"This verse emphasizes that all blessings and favors come solely from Allah, and no one should expect to be rewarded for any good they possess or do, as it is ultimately a gift from the Divine. It negates the notion of entitlement or self-merit, and encourages humility and gratitude towards the Bestower of all bounties.",وما لأحد عنده من نعمة تجزى
6077,92,20,"Except seeking the Countenance of his Lord, the Most High","This verse indicates that the true believer's intention behind all acts of worship and good deeds should be solely to seek the pleasure and acceptance of Allah, who is the Most High and Supreme. It emphasizes the importance of having sincere and pure intentions, devoid of any worldly or selfish motives, when performing righteous actions.",إلا ابتغاء وجه ربه الأعلى
6078,92,21,And He will certainly be pleased,"This verse suggests that Allah will be pleased with the believers who strive in His cause and follow His commandments. It implies that those who have faith and perform righteous deeds will attain the pleasure of Allah, which is the ultimate goal for the believers.",ولسوف يرضى
6079,93,1,"By the glorious morning light,","This verse swears by the morning light, which is a symbol of guidance, enlightenment, and the manifestation of truth. It implies that just as the morning light dispels the darkness of night, the revelation of the Qur'an dispels the darkness of ignorance and misguidance.",والضحى
6080,93,2,"By the night when it covers,","This verse draws attention to the night and its tranquility, which is a sign of Allah's power and majesty. It invites contemplation on the night's serenity and the divine wisdom behind the alternation of day and night.",والليل إذا سجى
6081,93,3,"Your Lord has neither forsaken you, nor has He become displeased.","Allah reminds the Prophet Muhammad, peace be upon him, that He has not abandoned him or become displeased with him. This verse reassures the Prophet that he is still guided and supported by Allah, despite the difficulties and opposition he faced in conveying the message of Islam.",ما ودعك ربك وما قلى
6082,93,4,But the Hereafter is better for you than the present life.,"This verse emphasizes that the rewards and blessings of the Hereafter are far greater and more valuable than the temporary pleasures and comforts of this worldly life. It encourages believers to prioritize the eternal life to come over the fleeting enjoyments of this world, and to strive for the pleasure of Allah which will last forever.",وللآخرة خير لك من الأولى
6083,93,5,"And your Lord is going to give you, and you will be satisfied.","This verse indicates that Allah will bestow upon the Prophet Muhammad (peace be upon him) abundant favors and blessings, both in this world and in the Hereafter, which will bring contentment and satisfaction to his heart. It is a promise from Allah to the Prophet that he will be granted whatever he desires, and his soul will find tranquility and fulfillment through the divine favors bestowed upon him.",ولسوف يعطيك ربك فترضى
6084,93,6,Did He not find you an orphan and give you shelter?,"This verse is referring to the great favor that Allah bestowed upon the Prophet Muhammad (peace be upon him) by taking him under His protection and care after he lost his parents at a young age. It reminds the Prophet of Allah's mercy and kindness towards him when he was in a vulnerable state as an orphan, and how Allah sheltered and nurtured him through the care of his grandfather and uncle.",ألم يجدك يتيما فآوى
6085,93,7,And He found you wandering and guided you.,"This verse refers to the state of the Prophet Muhammad, peace be upon him, before the revelation of the Qur'an. It indicates that Allah found him in a state of misguidance, like the rest of humanity at that time, and then guided him to the straight path through the revelation of the Qur'an and the message of Islam. It highlights Allah's favor upon the Prophet by guiding him out of the darkness of ignorance and into the light of faith and guidance.",ووجدك ضالا فهدى
6086,93,8,And He found you poor and made you self-sufficient.,"This verse is referring to the state of the Prophet Muhammad (peace be upon him) before the revelation came to him. It indicates that Allah found him in a state of poverty, without material wealth or social status. However, through the guidance and message of Islam, Allah enriched him spiritually and made him self-sufficient, content, and independent of worldly gains. The verse highlights Allah's favor upon the Prophet by guiding him from a condition of need to one of fulfillment and self-sufficiency.",ووجدك عائلا فأغنى
6087,93,9,"So, as for the orphan, do not oppress him.","""This verse emphasizes the importance of treating orphans with kindness, compassion, and justice. It prohibits any form of oppression, exploitation, or mistreatment towards them. Orphans are among the most vulnerable members of society, and it is a moral obligation to protect their rights, provide for their needs, and ensure their well-being.""",فأما اليتيم فلا تقهر
6088,93,10,"And as for the petitioner, do not repel him.","This verse instructs us to be kind and accommodating towards those who seek assistance or knowledge. We should not turn them away harshly or treat them with disrespect, but rather respond to their requests with patience and compassion.",وأما السائل فلا تنهر
6089,93,11,"And as for the favor of your Lord, then mention it.","This verse is an instruction to constantly remember and express gratitude for the countless blessings and favors bestowed upon us by Allah. It encourages us to openly acknowledge and speak about the immense grace and mercy of our Lord, which encompasses every aspect of our lives. By doing so, we not only cultivate a sense of appreciation and thankfulness, but also inspire others to recognize and appreciate the divine favors they have received.",وأما بنعمة ربك فحدث
6090,94,1,"Did We not expand for you, [O Muhammad], your breast?","This verse is interpreted as Allah consoling and reassuring Prophet Muhammad ﷺ, reminding him of the favors He has bestowed upon him. By ""expanding his breast,"" Allah refers to enlightening the Prophet's heart, removing any anxiety or distress, and filling it with guidance, wisdom, and reassurance to fulfill his noble mission.",ألم نشرح لك صدرك
6091,94,2,And We removed from you your burden,"This verse refers to the forgiveness of the Prophet Muhammad's past and future sins. It indicates that Allah has relieved him of the burden of sin, allowing him to be purified and absolved of any wrongdoing.",ووضعنا عنك وزرك
6092,94,3,The One who relieved your burden,"This verse refers to Allah relieving the Prophet Muhammad, peace be upon him, of the heavy burden and difficulties he faced in conveying the message of Islam. The interpretation is that Allah eased the hardships and challenges the Prophet endured, and removed the burden from him by granting him success and victory.",الذي أنقض ظهرك
6093,94,4,And We have raised high for you your mention,"Allah has raised the mention and remembrance of Prophet Muhammad, peace be upon him, to the highest level. His name is glorified and praised throughout the world, and he is the most honored and revered of all Prophets and Messengers. This verse affirms the lofty status and exalted position that Allah has bestowed upon the Prophet Muhammad.",ورفعنا لك ذكرك
6094,94,5,"Indeed, with hardship comes ease","This verse gives hope and reassurance that after every difficulty or hardship, there will be ease and relief. It reminds us that the challenges and struggles we face in life are temporary, and that Allah will provide a way out or a solution if we remain patient and persevere. The verse encourages us to have faith and trust in Allah's plan, even during trying times.",فإن مع العسر يسرا
6095,94,6,"Indeed, with hardship comes ease","This verse conveys the message that every difficulty or hardship in life is accompanied by relief and ease. It reminds us that challenges and struggles are temporary, and that Allah will provide a way out or a solution if we remain patient and persevere. The verse instills hope and encourages us to have faith that better times will come after periods of difficulty.",إن مع العسر يسرا
6096,94,7,"So when you have finished, then work on,","This verse instructs the believer that when they have completed one task or obligation, they should move on to the next with diligence and determination, striving towards their Lord.",فإذا فرغت فانصب
6097,94,8,And to your Lord direct your longing.,"This verse emphasizes the importance of turning to Allah with sincere desire and longing, seeking His pleasure, guidance, and forgiveness. It encourages the believer to direct all their hopes, aspirations, and efforts towards pleasing their Lord through sincere worship, obedience, and striving for righteousness. The interpretation highlights the need to maintain a strong connection with Allah and make Him the ultimate goal and purpose of one's life.",وإلى ربك فارغب
6098,95,1,"By the fig and the olive,","This verse draws an oath by two blessed fruits, the fig and the olive. Scholars interpret this as an affirmation of God's power and wisdom manifested in His creation. The fig and olive represent sustenance and nourishment, hinting at the truth that faith and righteous deeds are the true sources of spiritual nourishment for the human soul.",والتين والزيتون
6099,95,2,And the Mount Tur Sinai,"This refers to the sacred Mount Sinai (Tur Sineen), where Allah spoke to Prophet Moses and gave him the Torah. It symbolizes the revelation of divine guidance and the covenant between Allah and the Children of Israel.",وطور سينين
6100,95,3,"And [by] this secure city,","This verse refers to the city of Makkah, which is described as ""al-balad al-ameen"" (the secure city). The interpretation is that Makkah was a sanctuary and a place of security, peace, and safety for all those who entered it. This highlights the sacred and inviolable status of Makkah in Islam.",وهذا البلد الأمين
6101,95,4,We have certainly created man in the best of stature,"This verse emphasizes Allah's perfect creation of human beings. It suggests that humans have been created with the most balanced physical and intellectual attributes, enabling them to fulfill their roles as Allah's vicegerents on Earth. The phrase ""best of stature"" implies that humans have been blessed with an upright posture, distinctive features, and remarkable faculties that distinguish them from other creatures.",لقد خلقنا الإنسان في أحسن تقويم
6102,95,5,Then We rendered him the lowest of the low.,"This verse implies that the person being referred to was brought down to the most degraded and humiliating state after previously being honored and elevated. It suggests a complete reversal of fortune, where one who was once esteemed has fallen to the depths of disgrace and abasement as a result of their actions or choices.",ثم رددناه أسفل سافلين
6103,95,6,"Except for those who believe and do righteous deeds, for them is a reward uninterrupted.","This verse indicates that the righteous believers who have faith and perform good deeds will receive an everlasting reward from Allah, without any diminution or interruption. Their reward in the Hereafter will be continuous and eternal, unlike the fleeting pleasures of this world.",إلا الذين آمنوا وعملوا الصالحات فلهم أجر غير ممنون
6104,95,7,Then what makes you deny the religion after this?,This verse questions the disbelief in religion after being presented with clear evidence and signs from Allah. It implies that denying the truth after witnessing such clear proofs is unjustified and unreasonable.,فما يكذبك بعد بالدين
6105,95,8,Is not Allah the Most Just of judges?,"This verse emphasizes the perfect justice and wisdom of Allah in judging all matters. It affirms that Allah is the ultimate authority and the most fair and just in passing judgments, as His knowledge and wisdom are perfect and His rulings are free from any injustice or error. This verse instills trust in Allah's judgment and encourages submission to His commands and decisions.",أليس الله بأحكم الحاكمين
6106,96,1,"Read in the name of your Lord who created,","This verse commands the Prophet Muhammad (peace be upon him) to read and seek knowledge in the name of Allah, the Creator and Sustainer of all that exists. It emphasizes the importance of acquiring knowledge and understanding the signs of Allah in the universe. The act of reading and learning is directly connected to recognizing the greatness of the Divine Creator.",اقرأ باسم ربك الذي خلق
6107,96,2,He created man from a clinging substance,"This verse indicates that human beings were created from a lowly and humble origin, a ""clinging substance"" which refers to the semen or a blood clot. It emphasizes the insignificance of man's origins and Allah's power to create such a remarkable being from such a humble substance. It serves as a reminder of human humility before the Almighty Creator.",خلق الإنسان من علق
6108,96,3,"Read, and your Lord is the Most Generous.","This verse encourages the pursuit of knowledge and learning. It implies that seeking knowledge is a noble act that pleases Allah, the Most Generous, who bestows His blessings upon those who strive to gain understanding and wisdom. The command to ""read"" encompasses not only the literal reading of texts but also the broader concept of acquiring knowledge through observation, contemplation, and intellectual inquiry.",اقرأ وربك الأكرم
6109,96,4,Who taught by the pen,"This verse refers to Allah's favor upon humanity by teaching them knowledge through the pen, which symbolizes writing and the transfer of knowledge. It highlights the importance of education, literacy, and the dissemination of knowledge in the Islamic tradition.",الذي علم بالقلم
6110,96,5,He taught man what he did not know.,"This verse highlights the great blessing that Allah has bestowed upon humankind by granting them knowledge. It emphasizes that human beings were created in a state of ignorance, and it is through Allah's mercy and guidance that they have acquired knowledge and understanding of various matters. The verse serves as a reminder of the importance of seeking knowledge and being grateful to Allah for the intellectual capabilities He has granted us.",علم الإنسان ما لم يعلم
6111,96,6,"Nay! Indeed, man transgresses","This verse is emphasizing that human beings have a tendency towards arrogance, rebellion, and transgression against the limits set by Allah. It highlights the inherent nature of humans to overstep boundaries and act in an excessively proud and self-indulgent manner, unless they consciously strive to control their ego and remain humble before their Creator.",كلا إن الإنسان ليطغى
6112,96,7,"Indeed, he saw himself self-sufficient.","This verse is referring to the arrogance and self-conceit of man when he attains wealth and power. It implies that when a person becomes affluent, he tends to become haughty, ungrateful, and forgets his humble beginnings and his utter dependence on Allah. The verse serves as a reminder to remain humble, thankful, and God-conscious regardless of one's worldly status or possessions.",أن رآه استغنى
6113,96,8,"Indeed, to your Lord is the return.","This verse reminds us that our ultimate destination and return is to Allah, our Creator and Sustainer. It emphasizes that this worldly life is temporary, and we will be held accountable for our deeds on the Day of Judgment. The interpretation highlights the importance of living a righteous life, fulfilling our duties towards Allah and His creation, and preparing ourselves for the inevitable return to our Lord.",إن إلى ربك الرجعى
6114,96,9,Have you seen the one who prevents,This verse is questioning those who forbid others from following the path of righteousness and faith. It condemns those who try to hinder people from embracing Islam or discourage them from fulfilling their religious obligations. The verse implies that such individuals will be held accountable for their actions of obstructing others from the truth.,أرأيت الذي ينهى
6115,96,10,"A servant, when he prays,","This verse refers to the humble state of the human being when standing before God in prayer. It emphasizes the servitude and submission of the worshipper to the Divine, acknowledging their status as a servant seeking closeness to their Lord through the act of prayer.",عبدا إذا صلى
6116,96,11,Have you seen if he is upon guidance?,"This verse questions the disbelievers who deny the truth and guidance brought by the Prophet Muhammad (peace be upon him). It implies that if someone is truly guided by Allah, they would recognize and accept the message, rather than rejecting it out of arrogance or stubbornness. The verse highlights the importance of being open-minded and receptive to divine guidance.",أرأيت إن كان على الهدى
6117,96,12,Or enjoin piety,"This verse encourages the promotion and practice of righteousness, God-consciousness, and moral uprightness. It implies that one should advise others to adopt a virtuous way of life by being mindful of Allah's commandments and abstaining from sinful acts.",أو أمر بالتقوى
6118,96,13,Have you seen the one who denies and turns away?,"This verse refers to those who reject faith and turn away from the truth. It emphasizes the accountability and consequences for those who knowingly deny and reject the guidance of God, despite being presented with clear evidence and proofs.",أرأيت إن كذب وتولى
6119,96,14,Does he not know that Allah sees?,"This verse emphasizes that Allah is All-Seeing and aware of everything we do. It serves as a reminder that our actions are never hidden from Allah, and we should be mindful of this fact in our daily lives and strive to please Him through righteous deeds and sincere intentions.",ألم يعلم بأن الله يرى
6120,96,15,"No! If he does not desist, We will surely drag him by the forelock,","This verse is a stern warning to those who reject faith and persist in their arrogance and disobedience towards God. It threatens that if such a person does not cease his defiant behavior, God will seize and humiliate him forcefully, as symbolized by ""dragging him by the forelock."" The forelock represents pride and arrogance, which will be utterly debased. This verse emphasizes God's power to punish the obstinate disbelievers in a degrading manner.",كلا لئن لم ينته لنسفعا بالناصية
6121,96,16,"A lying, sinful forelock","This verse refers to the stubborn and arrogant attitude of those who reject faith and persist in disbelief and sinful ways. The ""lying, sinful forelock"" symbolizes their arrogance and obstinacy, as if they are being seized by the forelock for their transgressions. It warns against such an attitude and calls for humility and submission to the truth.",ناصية كاذبة خاطئة
6122,96,17,So let him call upon his council.,"This verse is a sarcastic challenge to those who reject the truth and associate partners with Allah. It implies that since they do not believe in Allah alone, they should call upon their associates, idols, or false deities for help. However, these entities have no power to respond or assist them, emphasizing the futility of their beliefs and practices.",فليدع ناديه
6123,96,18,We will leave the tormentors,"This verse suggests that the disbelievers will be left to suffer the punishment and torment inflicted by the angels appointed over Hell, known as the ""zabaniya"" or ""tormentors."" It implies that they will face the severe consequences of their rejection of faith and disobedience to God, without any mercy or reprieve from the intense suffering and anguish they will endure.",سندع الزبانية
6124,96,19,"No, do not obey him, but prostrate and draw near.","This verse commands the Prophet Muhammad, peace be upon him, to reject the orders of those who discourage him from worshipping Allah and conveying His message. Instead, he should prostrate himself before Allah in humility and draw closer to Him through devotion and obedience. It emphasizes the importance of submitting to Allah alone and not being swayed by the opposition or demands of others when it comes to one's faith and religious duties.",كلا لا تطعه واسجد واقترب
6125,97,1,"Indeed, We sent it down during the Night of Decree.","This verse refers to the revelation of the Noble Qur'an on the blessed Night of Decree (Laylat al-Qadr). It signifies the great importance and honor that Allah has bestowed upon the Qur'an by revealing it on this auspicious night, which is better than a thousand months. The Night of Decree is a night of immense blessings, mercy, and forgiveness from Allah.",إنا أنزلناه في ليلة القدر
6126,97,2,And what will make you know what the Night of Decree is?,"This verse arouses curiosity and a sense of awe about the Night of Decree, which is a blessed night that is better than a thousand months. The rhetorical question ""And what will make you know what the Night of Decree is?"" implies that the greatness and significance of this night is beyond human comprehension and cannot be fully grasped by our limited understanding.",وما أدراك ما ليلة القدر
6127,97,3,The Night of Decree is better than a thousand months.,"This verse highlights the immense significance and virtue of Laylat al-Qadr (the Night of Decree or Power). It states that this single night, which is believed to be one of the odd nights during the last ten days of Ramadan, is better and more blessed than a thousand months, which is equivalent to over 83 years. This emphasizes the great spiritual opportunity and rewards associated with worshipping Allah during this night, as the rewards for good deeds performed on this night are multiplied manifold. It encourages believers to seek out and make the most of this blessed night through sincere worship, repentance, and supplications.",ليلة القدر خير من ألف شهر
6128,97,4,The angels and the Spirit descend therein by permission of their Lord for every command.,"This verse indicates that on the Night of Power (Laylat al-Qadr), the angels and the Spirit (which could refer to the Angel Jibreel) descend from the heavens to the earth by the permission of Allah. They come down with Allah's commands and decrees for the entire coming year, such as matters of life, death, provisions, and other important affairs.",تنزل الملائكة والروح فيها بإذن ربهم من كل أمر
6129,97,5,"It is lawful for you to go in unto your wives during the night preceding the fast day. They are as a garment for you, and you are as a garment for them. Allah is aware that you would have deprived yourselves, so He has turned unto you and pardoned you. So now you may embrace them, and seek what Allah has ordained for you.","This verse is addressing the intimate relations between spouses during the nights of Ramadan. It permits intimacy between husbands and wives until the beginning of dawn, at which point they must abstain from such relations until the night. The verse uses the metaphor of spouses being ""garments"" for one another, signifying closeness, comfort, and protection. It acknowledges the natural desires and struggles that people may face, and Allah's mercy in allowing this concession. The verse encourages seeking what Allah has ordained, referring to the blessings of marriage and intimacy within its lawful bounds.",سلام هي حتى مطلع الفجر
6130,98,1,Those who disbelieved among the People of the Scripture and the polytheists were not to be parted [from their disbelief] until there came to them clear evidence -,"This verse suggests that the disbelievers, whether from among the People of the Scripture (Jews and Christians) or the polytheists, were not going to abandon their disbelief and accept faith until they were presented with clear and undeniable proof or evidence of the truth of Islam. Their stubbornness and rejection of faith would persist until the arrival of this ""clear evidence,"" which could refer to the revelation of the Qur'an, the prophethood of Muhammad, or the manifest signs and miracles that accompanied the spread of Islam.",لم يكن الذين كفروا من أهل الكتاب والمشركين منفكين حتى تأتيهم البينة
6131,98,2,"A Messenger from Allah, reciting purified scriptures","This verse refers to the Prophet Muhammad, peace be upon him, as a Messenger sent by Allah to recite and convey the purified scriptures of the Qur'an. The term ""purified scriptures"" highlights the divine and pristine nature of the Qur'anic revelations, free from any corruption or alteration. It emphasizes the purity and authenticity of the message brought by the Prophet Muhammad.",رسول من الله يتلو صحفا مطهرة
